"ID ";"Business line";"Ad channel";"Revenues";"Costs";"Country";"Currency";"Date";"Client";"Points of sale";"Connected points"
"835/18";"SOFTWARE";;285837;142919;"ES";"EUR";04/09/2013;"DI S.A.";6;25
"835/18";"CONTENT";;4;2;"ES";"EUR";04/09/2013;"DI S.A.";3;8
"835/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";04/09/2013;"DI S.A.";1;7
"835/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";04/09/2013;"DI S.A.";5;11
"835/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";04/09/2013;"DI S.A.";8;28
"836/18";"HARDWARE";;220266;215861;"ES";"EUR";04/09/2013;"DI S.A.";4;16
"836/18";"INSTALLATION";;33168;30514;"ES";"EUR";04/09/2013;"DI S.A.";5;21
"836/18";"MAINTENANCE";;9516;8564;"ES";"EUR";04/09/2013;"DI S.A.";1;19
"836/18";"SOFTWARE";;285837;142919;"ES";"EUR";04/09/2013;"DI S.A.";5;26
"836/18";"CONTENT";;4;2;"ES";"EUR";04/09/2013;"DI S.A.";6;23
"836/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";04/09/2013;"DI S.A.";6;10
"836/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";04/09/2013;"DI S.A.";10;19
"836/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";04/09/2013;"DI S.A.";7;15
"837/18";"HARDWARE";;4;4;"CO";"Peso CO";10/09/2013;"PO.A.U.";7;24
"837/18";"INSTALLATION";;4;4;"CO";"Peso CO";10/09/2013;"PO.A.U.";4;28
"837/18";"MAINTENANCE";;4;4;"CO";"Peso CO";10/09/2013;"PO.A.U.";9;13
"837/18";"SOFTWARE";;4;2;"CO";"Peso CO";10/09/2013;"PO.A.U.";10;15
"837/18";"CONTENT";;4;2;"CO";"Peso CO";10/09/2013;"PO.A.U.";2;6
"837/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";10/09/2013;"PO.A.U.";5;6
"837/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";10/09/2013;"PO.A.U.";9;14
"837/18";"ADVERTISING";"Canal Rojo";27409692;17816300;"CO";"Peso CO";10/09/2013;"PO.A.U.";6;30
"838/18";"HARDWARE";;116141;113818;"ES";"EUR";12/09/2013;"CO S.A.";10;20
"838/18";"INSTALLATION";;8874;8164;"ES";"EUR";12/09/2013;"CO S.A.";2;27
"838/18";"MAINTENANCE";;67218;60496;"ES";"EUR";12/09/2013;"CO S.A.";4;18
"838/18";"SOFTWARE";;16306;8153;"ES";"EUR";12/09/2013;"CO S.A.";3;28
"838/18";"CONTENT";;5999;3000;"ES";"EUR";12/09/2013;"CO S.A.";3;28
"838/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";12/09/2013;"CO S.A.";9;25
"838/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";12/09/2013;"CO S.A.";9;14
"838/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";12/09/2013;"CO S.A.";1;16
"839/18";"HARDWARE";;21472;21043;"MX";"Peso MX";12/09/2013;"LE S.L.";8;28
"839/18";"INSTALLATION";;155103;142695;"MX";"Peso MX";12/09/2013;"LE S.L.";9;28
"839/18";"MAINTENANCE";;9353;8418;"MX";"Peso MX";12/09/2013;"LE S.L.";5;6
"839/18";"SOFTWARE";;4211;2106;"MX";"Peso MX";12/09/2013;"LE S.L.";10;26
"839/18";"CONTENT";;4;2;"MX";"Peso MX";12/09/2013;"LE S.L.";10;14
"839/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";12/09/2013;"LE S.L.";2;15
"839/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";12/09/2013;"LE S.L.";3;28
"839/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";12/09/2013;"LE S.L.";8;9
"840/18";"HARDWARE";;21472;21043;"ES";"EUR";12/09/2013;"MA S.L.";7;24
"840/18";"INSTALLATION";;63337;58270;"ES";"EUR";12/09/2013;"MA S.L.";9;27
"840/18";"MAINTENANCE";;9353;8418;"ES";"EUR";12/09/2013;"MA S.L.";7;11
"840/18";"SOFTWARE";;4211;2106;"ES";"EUR";12/09/2013;"MA S.L.";9;15
"840/18";"CONTENT";;4;2;"ES";"EUR";12/09/2013;"MA S.L.";2;5
"840/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";12/09/2013;"MA S.L.";9;11
"840/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";12/09/2013;"MA S.L.";8;27
"840/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";12/09/2013;"MA S.L.";1;11
"841/18";"HARDWARE";;116141;113818;"ES";"EUR";13/09/2013;"CO S.A.";10;21
"841/18";"INSTALLATION";;8874;8164;"ES";"EUR";13/09/2013;"CO S.A.";4;14
"841/18";"MAINTENANCE";;67218;60496;"ES";"EUR";13/09/2013;"CO S.A.";10;15
"841/18";"SOFTWARE";;16306;8153;"ES";"EUR";13/09/2013;"CO S.A.";10;20
"841/18";"CONTENT";;5999;3000;"ES";"EUR";13/09/2013;"CO S.A.";6;20
"841/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";13/09/2013;"CO S.A.";2;20
"841/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";13/09/2013;"CO S.A.";5;6
"841/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";13/09/2013;"CO S.A.";8;28
"842/18";"HARDWARE";;5754808;5639712;"CO";"Peso CO";13/09/2013;"CA S.A.";3;6
"842/18";"INSTALLATION";;31660;29127;"CO";"Peso CO";13/09/2013;"CA S.A.";1;10
"842/18";"MAINTENANCE";;8717;7845;"CO";"Peso CO";13/09/2013;"CA S.A.";10;25
"842/18";"SOFTWARE";;281378;140689;"CO";"Peso CO";13/09/2013;"CA S.A.";7;18
"842/18";"CONTENT";;4;2;"CO";"Peso CO";13/09/2013;"CA S.A.";1;23
"842/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";13/09/2013;"CA S.A.";3;21
"842/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";13/09/2013;"CA S.A.";1;7
"842/18";"ADVERTISING";"Canal Rojo";4;3;"CO";"Peso CO";13/09/2013;"CA S.A.";6;28
"843/18";"HARDWARE";;220266;215861;"ES";"EUR";13/09/2013;"DI S.A.";4;27
"843/18";"INSTALLATION";;33168;30514;"ES";"EUR";13/09/2013;"DI S.A.";7;26
"843/18";"MAINTENANCE";;9516;8564;"ES";"EUR";13/09/2013;"DI S.A.";4;21
"843/18";"SOFTWARE";;285837;142919;"ES";"EUR";13/09/2013;"DI S.A.";10;15
"843/18";"CONTENT";;4;2;"ES";"EUR";13/09/2013;"DI S.A.";4;27
"843/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";13/09/2013;"DI S.A.";1;3
"843/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";13/09/2013;"DI S.A.";6;25
"843/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";13/09/2013;"DI S.A.";1;23
"844/18";"HARDWARE";;5754808;5639712;"CO";"Peso CO";13/09/2013;"CA S.A.";4;27
"844/18";"INSTALLATION";;31660;29127;"CO";"Peso CO";13/09/2013;"CA S.A.";8;18
"844/18";"MAINTENANCE";;8717;7845;"CO";"Peso CO";13/09/2013;"CA S.A.";7;12
"844/18";"SOFTWARE";;281378;140689;"CO";"Peso CO";13/09/2013;"CA S.A.";7;8
"844/18";"CONTENT";;4;2;"CO";"Peso CO";13/09/2013;"CA S.A.";9;22
"844/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";13/09/2013;"CA S.A.";5;10
"844/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";13/09/2013;"CA S.A.";3;12
"844/18";"ADVERTISING";"Canal Rojo";4;3;"CO";"Peso CO";13/09/2013;"CA S.A.";8;25
"845/18";"HARDWARE";;220266;215861;"ES";"EUR";13/09/2013;"DI S.A.";1;8
"845/18";"INSTALLATION";;33168;30514;"ES";"EUR";13/09/2013;"DI S.A.";9;18
"845/18";"MAINTENANCE";;9516;8564;"ES";"EUR";13/09/2013;"DI S.A.";2;4
"845/18";"SOFTWARE";;285837;142919;"ES";"EUR";13/09/2013;"DI S.A.";5;12
"845/18";"CONTENT";;4;2;"ES";"EUR";13/09/2013;"DI S.A.";3;23
"845/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";13/09/2013;"DI S.A.";4;8
"845/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";13/09/2013;"DI S.A.";9;12
"845/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";13/09/2013;"DI S.A.";4;21
"846/18";"HARDWARE";;4;4;"CO";"Peso CO";20/09/2013;"HU S.L.";10;25
"846/18";"INSTALLATION";;4;4;"CO";"Peso CO";20/09/2013;"HU S.L.";3;5
"846/18";"MAINTENANCE";;4;4;"CO";"Peso CO";20/09/2013;"HU S.L.";3;22
"846/18";"SOFTWARE";;4;2;"CO";"Peso CO";20/09/2013;"HU S.L.";5;20
"846/18";"CONTENT";;4;2;"CO";"Peso CO";20/09/2013;"HU S.L.";7;21
"846/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";20/09/2013;"HU S.L.";5;15
"846/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";20/09/2013;"HU S.L.";8;17
"846/18";"ADVERTISING";"Canal Rojo";27409692;17816300;"CO";"Peso CO";20/09/2013;"HU S.L.";9;24
"847/18";"HARDWARE";;64158;62874;"MX";"Peso MX";20/09/2013;"RA.L.U.";5;24
"847/18";"INSTALLATION";;54381;50031;"MX";"Peso MX";20/09/2013;"RA.L.U.";6;12
"847/18";"MAINTENANCE";;92132;82919;"MX";"Peso MX";20/09/2013;"RA.L.U.";8;15
"847/18";"SOFTWARE";;1182172;591086;"MX";"Peso MX";20/09/2013;"RA.L.U.";7;16
"847/18";"CONTENT";;4;2;"MX";"Peso MX";20/09/2013;"RA.L.U.";2;12
"847/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";20/09/2013;"RA.L.U.";10;20
"847/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";20/09/2013;"RA.L.U.";5;18
"847/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";20/09/2013;"RA.L.U.";9;29
"848/18";"HARDWARE";;4;4;"IT";"EUR";20/09/2013;"IN S.A.";10;18
"848/18";"INSTALLATION";;4;4;"IT";"EUR";20/09/2013;"IN S.A.";9;29
"848/18";"MAINTENANCE";;4;4;"IT";"EUR";20/09/2013;"IN S.A.";9;16
"848/18";"SOFTWARE";;4;2;"IT";"EUR";20/09/2013;"IN S.A.";6;7
"848/18";"CONTENT";;4;2;"IT";"EUR";20/09/2013;"IN S.A.";10;26
"848/18";"ADVERTISING";"Canal Azul";4;3;"IT";"EUR";20/09/2013;"IN S.A.";1;1
"848/18";"ADVERTISING";"Canal Verde";4;3;"IT";"EUR";20/09/2013;"IN S.A.";4;30
"848/18";"ADVERTISING";"Canal Rojo";400719;260468;"IT";"EUR";20/09/2013;"IN S.A.";3;12
"849/18";"HARDWARE";;4;4;"ES";"EUR";20/09/2013;"Pl y 13";9;22
"849/18";"INSTALLATION";;4;4;"ES";"EUR";20/09/2013;"Pl y 13";5;30
"849/18";"MAINTENANCE";;4;4;"ES";"EUR";20/09/2013;"Pl y 13";6;25
"849/18";"SOFTWARE";;4;2;"ES";"EUR";20/09/2013;"Pl y 13";6;9
"849/18";"CONTENT";;4;2;"ES";"EUR";20/09/2013;"Pl y 13";6;29
"849/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";20/09/2013;"Pl y 13";3;8
"849/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";20/09/2013;"Pl y 13";4;20
"849/18";"ADVERTISING";"Canal Rojo";3557348;2312276;"ES";"EUR";20/09/2013;"Pl y 13";3;10
"850/18";"HARDWARE";;4;4;"CO";"Peso CO";20/09/2013;"BD.L.U.";3;24
"850/18";"INSTALLATION";;4;4;"CO";"Peso CO";20/09/2013;"BD.L.U.";9;22
"850/18";"MAINTENANCE";;4;4;"CO";"Peso CO";20/09/2013;"BD.L.U.";9;9
"850/18";"SOFTWARE";;4;2;"CO";"Peso CO";20/09/2013;"BD.L.U.";10;17
"850/18";"CONTENT";;4;2;"CO";"Peso CO";20/09/2013;"BD.L.U.";3;28
"850/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";20/09/2013;"BD.L.U.";3;14
"850/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";20/09/2013;"BD.L.U.";2;12
"850/18";"ADVERTISING";"Canal Rojo";4211;2737;"CO";"Peso CO";20/09/2013;"BD.L.U.";1;2
"851/18";"HARDWARE";;118003;115643;"MX";"Peso MX";21/09/2013;"Gm S. A";1;23
"851/18";"INSTALLATION";;2739;2520;"MX";"Peso MX";21/09/2013;"Gm S. A";5;28
"851/18";"MAINTENANCE";;26524;23871;"MX";"Peso MX";21/09/2013;"Gm S. A";2;24
"851/18";"SOFTWARE";;4;2;"MX";"Peso MX";21/09/2013;"Gm S. A";8;19
"851/18";"CONTENT";;177039;88519;"MX";"Peso MX";21/09/2013;"Gm S. A";1;14
"851/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";2;12
"851/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";7;11
"851/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";7;12
"852/18";"HARDWARE";;118003;115643;"MX";"Peso MX";21/09/2013;"Gm S. A";2;19
"852/18";"INSTALLATION";;4211;3874;"MX";"Peso MX";21/09/2013;"Gm S. A";10;22
"852/18";"MAINTENANCE";;26524;23871;"MX";"Peso MX";21/09/2013;"Gm S. A";10;18
"852/18";"SOFTWARE";;4;2;"MX";"Peso MX";21/09/2013;"Gm S. A";2;19
"852/18";"CONTENT";;177039;88519;"MX";"Peso MX";21/09/2013;"Gm S. A";5;27
"852/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";9;22
"852/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";3;10
"852/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";7;14
"853/18";"HARDWARE";;64582;63291;"MX";"Peso MX";21/09/2013;"Gm S. A";7;23
"853/18";"INSTALLATION";;4;4;"MX";"Peso MX";21/09/2013;"Gm S. A";1;11
"853/18";"MAINTENANCE";;4;4;"MX";"Peso MX";21/09/2013;"Gm S. A";6;28
"853/18";"SOFTWARE";;4;2;"MX";"Peso MX";21/09/2013;"Gm S. A";2;2
"853/18";"CONTENT";;143560;71780;"MX";"Peso MX";21/09/2013;"Gm S. A";6;8
"853/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";3;12
"853/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";9;14
"853/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";9;16
"854/18";"HARDWARE";;4;4;"MX";"Peso MX";21/09/2013;"Gm S. A";10;24
"854/18";"INSTALLATION";;4;4;"MX";"Peso MX";21/09/2013;"Gm S. A";1;14
"854/18";"MAINTENANCE";;4;4;"MX";"Peso MX";21/09/2013;"Gm S. A";1;30
"854/18";"SOFTWARE";;4;2;"MX";"Peso MX";21/09/2013;"Gm S. A";4;4
"854/18";"CONTENT";;102579;51290;"MX";"Peso MX";21/09/2013;"Gm S. A";9;28
"854/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";6;29
"854/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";7;20
"854/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";7;26
"855/18";"HARDWARE";;4;4;"MX";"Peso MX";21/09/2013;"Gm S. A";5;14
"855/18";"INSTALLATION";;4;4;"MX";"Peso MX";21/09/2013;"Gm S. A";9;19
"855/18";"MAINTENANCE";;4;4;"MX";"Peso MX";21/09/2013;"Gm S. A";3;22
"855/18";"SOFTWARE";;4;2;"MX";"Peso MX";21/09/2013;"Gm S. A";5;7
"855/18";"CONTENT";;740219;370110;"MX";"Peso MX";21/09/2013;"Gm S. A";1;24
"855/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";1;9
"855/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";2;17
"855/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";21/09/2013;"Gm S. A";7;23
"856/18";"HARDWARE";;118003;115643;"MX";"Peso MX";21/09/2013;"EN S.L.";7;7
"856/18";"INSTALLATION";;2739;2520;"MX";"Peso MX";21/09/2013;"EN S.L.";8;21
"856/18";"MAINTENANCE";;26524;23871;"MX";"Peso MX";21/09/2013;"EN S.L.";3;4
"856/18";"SOFTWARE";;4;2;"MX";"Peso MX";21/09/2013;"EN S.L.";6;27
"856/18";"CONTENT";;4;2;"MX";"Peso MX";21/09/2013;"EN S.L.";9;15
"856/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";21/09/2013;"EN S.L.";2;21
"856/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";21/09/2013;"EN S.L.";9;14
"856/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";21/09/2013;"EN S.L.";10;19
"857/18";"HARDWARE";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";5;6
"857/18";"INSTALLATION";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";3;18
"857/18";"MAINTENANCE";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";8;10
"857/18";"SOFTWARE";;64158;32079;"MX";"Peso MX";26/09/2013;"Gm S. A";8;30
"857/18";"CONTENT";;4;2;"MX";"Peso MX";26/09/2013;"Gm S. A";10;11
"857/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";5;26
"857/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";8;13
"857/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";5;12
"858/18";"HARDWARE";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";4;20
"858/18";"INSTALLATION";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";3;22
"858/18";"MAINTENANCE";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";10;21
"858/18";"SOFTWARE";;64158;32079;"MX";"Peso MX";26/09/2013;"Gm S. A";3;6
"858/18";"CONTENT";;4;2;"MX";"Peso MX";26/09/2013;"Gm S. A";3;27
"858/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";2;2
"858/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";6;16
"858/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";10;28
"859/18";"HARDWARE";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";6;11
"859/18";"INSTALLATION";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";6;29
"859/18";"MAINTENANCE";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";9;19
"859/18";"SOFTWARE";;64158;32079;"MX";"Peso MX";26/09/2013;"Gm S. A";2;21
"859/18";"CONTENT";;4;2;"MX";"Peso MX";26/09/2013;"Gm S. A";7;10
"859/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";3;8
"859/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";8;9
"859/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";9;17
"860/18";"HARDWARE";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";4;10
"860/18";"INSTALLATION";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";7;23
"860/18";"MAINTENANCE";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";8;19
"860/18";"SOFTWARE";;1932;966;"MX";"Peso MX";26/09/2013;"Gm S. A";6;18
"860/18";"CONTENT";;4;2;"MX";"Peso MX";26/09/2013;"Gm S. A";6;8
"860/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";2;11
"860/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";8;9
"860/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";10;28
"861/18";"HARDWARE";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";6;22
"861/18";"INSTALLATION";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";9;13
"861/18";"MAINTENANCE";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";1;30
"861/18";"SOFTWARE";;53991;26996;"MX";"Peso MX";26/09/2013;"Gm S. A";5;19
"861/18";"CONTENT";;4;2;"MX";"Peso MX";26/09/2013;"Gm S. A";5;16
"861/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";6;18
"861/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";6;14
"861/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";9;25
"862/18";"HARDWARE";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";10;12
"862/18";"INSTALLATION";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";6;8
"862/18";"MAINTENANCE";;4;4;"MX";"Peso MX";26/09/2013;"Gm S. A";1;23
"862/18";"SOFTWARE";;44701;22351;"MX";"Peso MX";26/09/2013;"Gm S. A";8;13
"862/18";"CONTENT";;4;2;"MX";"Peso MX";26/09/2013;"Gm S. A";8;20
"862/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";4;13
"862/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";3;20
"862/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";26/09/2013;"Gm S. A";10;19
"863/18";"HARDWARE";;4;4;"MX";"Peso MX";26/09/2013;"EN S.L.";7;16
"863/18";"INSTALLATION";;4;4;"MX";"Peso MX";26/09/2013;"EN S.L.";10;24
"863/18";"MAINTENANCE";;4;4;"MX";"Peso MX";26/09/2013;"EN S.L.";3;19
"863/18";"SOFTWARE";;44701;22351;"MX";"Peso MX";26/09/2013;"EN S.L.";8;9
"863/18";"CONTENT";;4;2;"MX";"Peso MX";26/09/2013;"EN S.L.";8;9
"863/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";26/09/2013;"EN S.L.";6;22
"863/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";26/09/2013;"EN S.L.";10;25
"863/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";26/09/2013;"EN S.L.";5;21
"864/18";"HARDWARE";;116141;113818;"ES";"EUR";26/09/2013;"CO S.A.";4;17
"864/18";"INSTALLATION";;8874;8164;"ES";"EUR";26/09/2013;"CO S.A.";2;16
"864/18";"MAINTENANCE";;67218;60496;"ES";"EUR";26/09/2013;"CO S.A.";6;14
"864/18";"SOFTWARE";;16306;8153;"ES";"EUR";26/09/2013;"CO S.A.";8;27
"864/18";"CONTENT";;5999;3000;"ES";"EUR";26/09/2013;"CO S.A.";5;10
"864/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";26/09/2013;"CO S.A.";3;25
"864/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";26/09/2013;"CO S.A.";8;8
"864/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";26/09/2013;"CO S.A.";7;13
"865/18";"HARDWARE";;2092343;2050496;"IT";"EUR";27/09/2013;"FO S.L.";10;10
"865/18";"INSTALLATION";;2489994;2290794;"IT";"EUR";27/09/2013;"FO S.L.";5;23
"865/18";"MAINTENANCE";;4;4;"IT";"EUR";27/09/2013;"FO S.L.";9;13
"865/18";"SOFTWARE";;4;2;"IT";"EUR";27/09/2013;"FO S.L.";10;19
"865/18";"CONTENT";;4;2;"IT";"EUR";27/09/2013;"FO S.L.";2;21
"865/18";"ADVERTISING";"Canal Azul";4;3;"IT";"EUR";27/09/2013;"FO S.L.";8;27
"865/18";"ADVERTISING";"Canal Verde";4;3;"IT";"EUR";27/09/2013;"FO S.L.";7;17
"865/18";"ADVERTISING";"Canal Rojo";4;3;"IT";"EUR";27/09/2013;"FO S.L.";5;18
"866/18";"HARDWARE";;189585;185793;"MX";"Peso MX";27/09/2013;"FO S.L.";10;12
"866/18";"INSTALLATION";;296336;272629;"MX";"Peso MX";27/09/2013;"FO S.L.";10;10
"866/18";"MAINTENANCE";;4;4;"MX";"Peso MX";27/09/2013;"FO S.L.";1;17
"866/18";"SOFTWARE";;4;2;"MX";"Peso MX";27/09/2013;"FO S.L.";7;27
"866/18";"CONTENT";;4;2;"MX";"Peso MX";27/09/2013;"FO S.L.";2;18
"866/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";27/09/2013;"FO S.L.";8;17
"866/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";27/09/2013;"FO S.L.";5;11
"866/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";27/09/2013;"FO S.L.";1;25
"867/18";"HARDWARE";;84665;82972;"CO";"Peso CO";27/09/2013;"FO S.L.";5;16
"867/18";"INSTALLATION";;429195;394859;"CO";"Peso CO";27/09/2013;"FO S.L.";10;14
"867/18";"MAINTENANCE";;4;4;"CO";"Peso CO";27/09/2013;"FO S.L.";2;15
"867/18";"SOFTWARE";;4;2;"CO";"Peso CO";27/09/2013;"FO S.L.";6;22
"867/18";"CONTENT";;4;2;"CO";"Peso CO";27/09/2013;"FO S.L.";3;25
"867/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";27/09/2013;"FO S.L.";8;17
"867/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";27/09/2013;"FO S.L.";2;3
"867/18";"ADVERTISING";"Canal Rojo";4;3;"CO";"Peso CO";27/09/2013;"FO S.L.";8;25
"868/18";"HARDWARE";;21472;21043;"IT";"EUR";27/09/2013;"FO S.L.";2;10
"868/18";"INSTALLATION";;27844;25616;"IT";"EUR";27/09/2013;"FO S.L.";9;15
"868/18";"MAINTENANCE";;4;4;"IT";"EUR";27/09/2013;"FO S.L.";1;28
"868/18";"SOFTWARE";;4;2;"IT";"EUR";27/09/2013;"FO S.L.";1;8
"868/18";"CONTENT";;4;2;"IT";"EUR";27/09/2013;"FO S.L.";6;6
"868/18";"ADVERTISING";"Canal Azul";4;3;"IT";"EUR";27/09/2013;"FO S.L.";5;20
"868/18";"ADVERTISING";"Canal Verde";4;3;"IT";"EUR";27/09/2013;"FO S.L.";7;21
"868/18";"ADVERTISING";"Canal Rojo";4;3;"IT";"EUR";27/09/2013;"FO S.L.";6;22
"869/18";"HARDWARE";;21472;21043;"IT";"EUR";27/09/2013;"NA S.L.";5;29
